x	y	RR	N_pairs	N_x	N_y	N_total	date
65-80y	81y+	2.031258145622392	2194	32016	11237	333078	2020-09-13
65-80y	26-45y	0.7969628348623314	9385	32016	122511	333078	2020-09-13
65-80y	0-5y	0.8517139610139985	149	32016	1820	333078	2020-09-13
65-80y	46-65y	1.0209522222173282	7048	32016	71819	333078	2020-09-13
65-80y	65-80y	1.425215159981541	4386	32016	32016	333078	2020-09-13
65-80y	18-25y	0.6430885272172068	4606	32016	74513	333078	2020-09-13
65-80y	6-17y	0.9756321854076615	1797	32016	19162	333078	2020-09-13
81y+	81y+	6.288563318545966	2384	11237	11237	333078	2020-09-13
81y+	26-45y	0.7001950073795735	2894	11237	122511	333078	2020-09-13
81y+	0-5y	0.4560182853544071	28	11237	1820	333078	2020-09-13
81y+	46-65y	1.0499613705239939	2544	11237	71819	333078	2020-09-13
81y+	65-80y	2.031258145622392	2194	11237	32016	333078	2020-09-13
81y+	18-25y	0.4721872307234653	1187	11237	74513	333078	2020-09-13
81y+	6-17y	0.5970930822314644	386	11237	19162	333078	2020-09-13
0-5y	65-80y	0.8194105366703099	204	2437	35194	344505	2020-10-11
0-5y	81y+	0.7137086102102478	57	2437	11290	344505	2020-10-11
0-5y	46-65y	1.0653224376535015	573	2437	76035	344505	2020-10-11
0-5y	26-45y	1.0131666744467756	880	2437	122784	344505	2020-10-11
0-5y	0-5y	2.4363169769028934	42	2437	2437	344505	2020-10-11
0-5y	6-17y	1.5288465525829986	241	2437	22284	344505	2020-10-11
0-5y	18-25y	0.8351167234973581	440	2437	74481	344505	2020-10-11
18-25y	65-80y	0.6384676710044205	4858	74481	35194	344505	2020-10-11
18-25y	81y+	0.48015748281324955	1172	74481	11290	344505	2020-10-11
18-25y	46-65y	0.7916148090062821	13013	74481	76035	344505	2020-10-11
18-25y	26-45y	0.858298245967035	22784	74481	122784	344505	2020-10-11
18-25y	0-5y	0.8351167234973581	440	74481	2437	344505	2020-10-11
18-25y	6-17y	0.9923745652048838	4781	74481	22284	344505	2020-10-11
18-25y	18-25y	1.7052546743635306	27459	74481	74481	344505	2020-10-11
26-45y	65-80y	0.8124598792953563	10191	122784	35194	344505	2020-10-11
26-45y	81y+	0.775131141168239	3119	122784	11290	344505	2020-10-11
26-45y	46-65y	1.0033798646868848	27191	122784	76035	344505	2020-10-11
26-45y	26-45y	1.1115128026664793	48641	122784	122784	344505	2020-10-11
26-45y	0-5y	1.0131666744467756	880	122784	2437	344505	2020-10-11
26-45y	6-17y	1.108764425967936	8806	122784	22284	344505	2020-10-11
26-45y	18-25y	0.858298245967035	22784	122784	74481	344505	2020-10-11
46-65y	65-80y	0.9955460643386463	7733	76035	35194	344505	2020-10-11
46-65y	81y+	1.0847610515482735	2703	76035	11290	344505	2020-10-11
46-65y	46-65y	1.1226627873458113	18840	76035	76035	344505	2020-10-11
46-65y	26-45y	1.0033798646868848	27191	76035	122784	344505	2020-10-11
46-65y	0-5y	1.0653224376535015	573	76035	2437	344505	2020-10-11
46-65y	6-17y	1.2168946572363903	5985	76035	22284	344505	2020-10-11
46-65y	18-25y	0.7916148090062821	13013	76035	74481	344505	2020-10-11
6-17y	65-80y	0.901386619624902	2052	22284	35194	344505	2020-10-11
6-17y	81y+	0.6285229294624717	459	22284	11290	344505	2020-10-11
6-17y	46-65y	1.2168946572363903	5985	22284	76035	344505	2020-10-11
6-17y	26-45y	1.108764425967936	8806	22284	122784	344505	2020-10-11
6-17y	0-5y	1.5288465525829986	241	22284	2437	344505	2020-10-11
6-17y	6-17y	1.8093259724234803	2608	22284	22284	344505	2020-10-11
6-17y	18-25y	0.9923745652048838	4781	22284	74481	344505	2020-10-11
65-80y	65-80y	1.3559163273531816	4875	35194	35194	344505	2020-10-11
65-80y	81y+	1.910061960497031	2203	35194	11290	344505	2020-10-11
65-80y	46-65y	0.9955460643386463	7733	35194	76035	344505	2020-10-11
65-80y	26-45y	0.8124598792953563	10191	35194	122784	344505	2020-10-11
65-80y	0-5y	0.8194105366703099	204	35194	2437	344505	2020-10-11
65-80y	6-17y	0.901386619624902	2052	35194	22284	344505	2020-10-11
65-80y	18-25y	0.6384676710044205	4858	35194	74481	344505	2020-10-11
81y+	65-80y	1.910061960497031	2203	11290	35194	344505	2020-10-11
81y+	81y+	6.121753701630499	2265	11290	11290	344505	2020-10-11
81y+	46-65y	1.0847610515482735	2703	11290	76035	344505	2020-10-11
81y+	26-45y	0.775131141168239	3119	11290	122784	344505	2020-10-11
81y+	0-5y	0.7137086102102478	57	11290	2437	344505	2020-10-11
81y+	6-17y	0.6285229294624717	459	11290	22284	344505	2020-10-11
81y+	18-25y	0.48015748281324955	1172	11290	74481	344505	2020-10-11
0-5y	65-80y	0.8735397112900962	333	3637	39293	374884	2020-11-08
0-5y	46-65y	1.0569284533231604	883	3637	86113	374884	2020-11-08
0-5y	26-45y	1.0027198648473088	1281	3637	131681	374884	2020-11-08
0-5y	0-5y	3.344200597999557	118	3637	3637	374884	2020-11-08
0-5y	18-25y	0.7398900665397709	530	3637	73835	374884	2020-11-08
0-5y	6-17y	1.4499855902510639	368	3637	26160	374884	2020-11-08
0-5y	81y+	0.9023161275050781	124	3637	14165	374884	2020-11-08
18-25y	65-80y	0.6758045739546229	5230	73835	39293	374884	2020-11-08
18-25y	46-65y	0.833179935937547	14131	73835	86113	374884	2020-11-08
18-25y	26-45y	0.9111578271242455	23631	73835	131681	374884	2020-11-08
18-25y	0-5y	0.7398900665397709	530	73835	3637	374884	2020-11-08
18-25y	18-25y	1.6335997692863868	23756	73835	73835	374884	2020-11-08
18-25y	6-17y	1.007506636211952	5191	73835	26160	374884	2020-11-08
18-25y	81y+	0.49393211616967464	1378	73835	14165	374884	2020-11-08
26-45y	65-80y	0.8015516519114901	11063	131681	39293	374884	2020-11-08
26-45y	46-65y	0.9851930374115343	29800	131681	86113	374884	2020-11-08
26-45y	26-45y	1.1096336830704914	51325	131681	131681	374884	2020-11-08
26-45y	0-5y	1.0027198648473088	1281	131681	3637	374884	2020-11-08
26-45y	18-25y	0.9111578271242455	23631	131681	73835	374884	2020-11-08
26-45y	6-17y	1.0756445631502152	9884	131681	26160	374884	2020-11-08
26-45y	81y+	0.7263490266952481	3614	131681	14165	374884	2020-11-08
46-65y	65-80y	0.9828462317392583	8871	86113	39293	374884	2020-11-08
46-65y	46-65y	1.1186185121630365	22127	86113	86113	374884	2020-11-08
46-65y	26-45y	0.9851930374115343	29800	86113	131681	374884	2020-11-08
46-65y	0-5y	1.0569284533231604	883	86113	3637	374884	2020-11-08
46-65y	18-25y	0.833179935937547	14131	86113	73835	374884	2020-11-08
46-65y	6-17y	1.1495894649093994	6908	86113	26160	374884	2020-11-08
46-65y	81y+	1.0507773627006296	3419	86113	14165	374884	2020-11-08
6-17y	65-80y	0.86727300389896	2378	26160	39293	374884	2020-11-08
6-17y	46-65y	1.1495894649093994	6908	26160	86113	374884	2020-11-08
6-17y	26-45y	1.0756445631502152	9884	26160	131681	374884	2020-11-08
6-17y	0-5y	1.4499855902510639	368	26160	3637	374884	2020-11-08
6-17y	18-25y	1.007506636211952	5191	26160	73835	374884	2020-11-08
6-17y	6-17y	1.766104753212412	3224	26160	26160	374884	2020-11-08
6-17y	81y+	0.6151006243583973	608	26160	14165	374884	2020-11-08
65-80y	65-80y	1.3539084351983715	5576	39293	39293	374884	2020-11-08
65-80y	46-65y	0.9828462317392583	8871	39293	86113	374884	2020-11-08
65-80y	26-45y	0.8015516519114901	11063	39293	131681	374884	2020-11-08
65-80y	0-5y	0.8735397112900962	333	39293	3637	374884	2020-11-08
65-80y	18-25y	0.6758045739546229	5230	39293	73835	374884	2020-11-08
65-80y	6-17y	0.86727300389896	2378	39293	26160	374884	2020-11-08
65-80y	81y+	1.724942874663723	2561	39293	14165	374884	2020-11-08
81y+	65-80y	1.724942874663723	2561	14165	39293	374884	2020-11-08
81y+	46-65y	1.0507773627006296	3419	14165	86113	374884	2020-11-08
81y+	26-45y	0.7263490266952481	3614	14165	131681	374884	2020-11-08
81y+	0-5y	0.9023161275050781	124	14165	3637	374884	2020-11-08
81y+	18-25y	0.49393211616967464	1378	14165	73835	374884	2020-11-08
81y+	6-17y	0.6151006243583973	608	14165	26160	374884	2020-11-08
81y+	81y+	5.838667846016809	3125	14165	14165	374884	2020-11-08
0-5y	18-25y	0.7291605573660082	769	5542	82982	436061	2020-12-06
0-5y	6-17y	1.5660053947620018	667	5542	33513	436061	2020-12-06
0-5y	26-45y	0.9876370990459716	1903	5542	151608	436061	2020-12-06
0-5y	0-5y	3.961123748948517	279	5542	5542	436061	2020-12-06
0-5y	46-65y	1.0115103512487098	1323	5542	102913	436061	2020-12-06
0-5y	65-80y	0.7819870879292408	436	5542	43870	436061	2020-12-06
0-5y	81y+	0.8304669380623205	165	5542	15633	436061	2020-12-06
18-25y	18-25y	1.6607777112366375	26226	82982	82982	436061	2020-12-06
18-25y	6-17y	0.9511575251173907	6066	82982	33513	436061	2020-12-06
18-25y	26-45y	0.9065934117705181	26156	82982	151608	436061	2020-12-06
18-25y	0-5y	0.7291605573660082	769	82982	5542	436061	2020-12-06
18-25y	46-65y	0.8353652582215892	16360	82982	102913	436061	2020-12-06
18-25y	65-80y	0.7071996924948507	5904	82982	43870	436061	2020-12-06
18-25y	81y+	0.5284130845173091	1572	82982	15633	436061	2020-12-06
26-45y	18-25y	0.9065934117705181	26156	151608	82982	436061	2020-12-06
26-45y	6-17y	1.023544258194414	11926	151608	33513	436061	2020-12-06
26-45y	26-45y	1.120839675847622	59080	151608	151608	436061	2020-12-06
26-45y	0-5y	0.9876370990459716	1903	151608	5542	436061	2020-12-06
26-45y	46-65y	0.9794190818650741	35044	151608	102913	436061	2020-12-06
26-45y	65-80y	0.8150111681130985	12431	151608	43870	436061	2020-12-06
26-45y	81y+	0.726925376130275	3951	151608	15633	436061	2020-12-06
46-65y	18-25y	0.8353652582215892	16360	102913	82982	436061	2020-12-06
46-65y	6-17y	1.093906523673765	8652	102913	33513	436061	2020-12-06
46-65y	26-45y	0.9794190818650741	35044	102913	151608	436061	2020-12-06
46-65y	0-5y	1.0115103512487098	1323	102913	5542	436061	2020-12-06
46-65y	46-65y	1.114291337570063	27064	102913	102913	436061	2020-12-06
46-65y	65-80y	0.9987847709466904	10341	102913	43870	436061	2020-12-06
46-65y	81y+	1.0510962461923372	3878	102913	15633	436061	2020-12-06
6-17y	18-25y	0.9511575251173907	6066	33513	82982	436061	2020-12-06
6-17y	6-17y	1.7347376247344155	4468	33513	33513	436061	2020-12-06
6-17y	26-45y	1.023544258194414	11926	33513	151608	436061	2020-12-06
6-17y	0-5y	1.5660053947620018	667	33513	5542	436061	2020-12-06
6-17y	46-65y	1.093906523673765	8652	33513	102913	436061	2020-12-06
6-17y	65-80y	0.8616133959317837	2905	33513	43870	436061	2020-12-06
6-17y	81y+	0.6492115175275119	780	33513	15633	436061	2020-12-06
65-80y	18-25y	0.7071996924948507	5904	43870	82982	436061	2020-12-06
65-80y	6-17y	0.8616133959317837	2905	43870	33513	436061	2020-12-06
65-80y	26-45y	0.8150111681130985	12431	43870	151608	436061	2020-12-06
65-80y	0-5y	0.7819870879292408	436	43870	5542	436061	2020-12-06
65-80y	46-65y	0.9987847709466904	10341	43870	102913	436061	2020-12-06
65-80y	65-80y	1.4095230395834015	6221	43870	43870	436061	2020-12-06
65-80y	81y+	1.7307143928540636	2722	43870	15633	436061	2020-12-06
81y+	18-25y	0.5284130845173091	1572	15633	82982	436061	2020-12-06
81y+	6-17y	0.6492115175275119	780	15633	33513	436061	2020-12-06
81y+	26-45y	0.726925376130275	3951	15633	151608	436061	2020-12-06
81y+	0-5y	0.8304669380623205	165	15633	5542	436061	2020-12-06
81y+	46-65y	1.0510962461923372	3878	15633	102913	436061	2020-12-06
81y+	65-80y	1.7307143928540636	2722	15633	43870	436061	2020-12-06
81y+	81y+	5.8167472206766435	3260	15633	15633	436061	2020-12-06
0-5y	65-80y	0.7217450339766744	795	12906	59297	694770	2021-01-03
0-5y	46-65y	0.9740426102279165	3078	12906	170114	694770	2021-01-03
0-5y	26-45y	0.9989880409432323	4512	12906	243141	694770	2021-01-03
0-5y	0-5y	2.9365026421302995	704	12906	12906	694770	2021-01-03
0-5y	81y+	0.759584278407432	273	12906	19348	694770	2021-01-03
0-5y	18-25y	0.8158882609880646	1892	12906	124836	694770	2021-01-03
0-5y	6-17y	1.365499980602991	1652	12906	65128	694770	2021-01-03
18-25y	65-80y	0.7612773220451505	8111	124836	59297	694770	2021-01-03
18-25y	46-65y	0.87453332284543	26731	124836	170114	694770	2021-01-03
18-25y	26-45y	0.9250018725057938	40411	124836	243141	694770	2021-01-03
18-25y	0-5y	0.8158882609880646	1892	124836	12906	694770	2021-01-03
18-25y	81y+	0.6138461687369553	2134	124836	19348	694770	2021-01-03
18-25y	18-25y	1.5673313633249264	35156	124836	124836	694770	2021-01-03
18-25y	6-17y	0.9000037555475954	10532	124836	65128	694770	2021-01-03
26-45y	65-80y	0.8299633954747246	17223	243141	59297	694770	2021-01-03
26-45y	46-65y	0.9809026374458704	58396	243141	170114	694770	2021-01-03
26-45y	26-45y	1.1007132055512736	93659	243141	243141	694770	2021-01-03
26-45y	0-5y	0.9989880409432323	4512	243141	12906	694770	2021-01-03
26-45y	81y+	0.7230830636853222	4896	243141	19348	694770	2021-01-03
26-45y	18-25y	0.9250018725057938	40411	243141	124836	694770	2021-01-03
26-45y	6-17y	0.9937641454366644	22650	243141	65128	694770	2021-01-03
46-65y	65-80y	0.9872005304897247	14333	170114	59297	694770	2021-01-03
46-65y	46-65y	1.1017877242206209	45892	170114	170114	694770	2021-01-03
46-65y	26-45y	0.9809026374458704	58396	170114	243141	694770	2021-01-03
46-65y	0-5y	0.9740426102279165	3078	170114	12906	694770	2021-01-03
46-65y	81y+	1.0056264210195602	4764	170114	19348	694770	2021-01-03
46-65y	18-25y	0.87453332284543	26731	170114	124836	694770	2021-01-03
46-65y	6-17y	1.0328879870151368	16471	170114	65128	694770	2021-01-03
6-17y	65-80y	0.8309761445363951	4619	65128	59297	694770	2021-01-03
6-17y	46-65y	1.0328879870151368	16471	65128	170114	694770	2021-01-03
6-17y	26-45y	0.9937641454366644	22650	65128	243141	694770	2021-01-03
6-17y	0-5y	1.365499980602991	1652	65128	12906	694770	2021-01-03
6-17y	81y+	0.6726622694395709	1220	65128	19348	694770	2021-01-03
6-17y	18-25y	0.9000037555475954	10532	65128	124836	694770	2021-01-03
6-17y	6-17y	1.5249487736439897	9310	65128	65128	694770	2021-01-03
65-80y	65-80y	1.588267378049903	8038	59297	59297	694770	2021-01-03
65-80y	46-65y	0.9872005304897247	14333	59297	170114	694770	2021-01-03
65-80y	26-45y	0.8299633954747246	17223	59297	243141	694770	2021-01-03
65-80y	0-5y	0.7217450339766744	795	59297	12906	694770	2021-01-03
65-80y	81y+	1.7731412349593738	2928	59297	19348	694770	2021-01-03
65-80y	18-25y	0.7612773220451505	8111	59297	124836	694770	2021-01-03
65-80y	6-17y	0.8309761445363951	4619	59297	65128	694770	2021-01-03
81y+	65-80y	1.7731412349593738	2928	19348	59297	694770	2021-01-03
81y+	46-65y	1.0056264210195602	4764	19348	170114	694770	2021-01-03
81y+	26-45y	0.7230830636853222	4896	19348	243141	694770	2021-01-03
81y+	0-5y	0.759584278407432	273	19348	12906	694770	2021-01-03
81y+	81y+	6.067137266472704	3269	19348	19348	694770	2021-01-03
81y+	18-25y	0.6138461687369553	2134	19348	124836	694770	2021-01-03
81y+	6-17y	0.6726622694395709	1220	19348	65128	694770	2021-01-03
0-5y	26-45y	1.0050002055485807	11015	30633	491119	1372644	2021-01-31
0-5y	0-5y	2.023023997886214	1383	30633	30633	1372644	2021-01-31
0-5y	65-80y	0.8260680158964355	1655	30633	89774	1372644	2021-01-31
0-5y	81y+	0.8561008056057985	510	30633	26694	1372644	2021-01-31
0-5y	18-25y	0.8794623252494399	4717	30633	240335	1372644	2021-01-31
0-5y	6-17y	1.166202721245179	3962	30633	152233	1372644	2021-01-31
0-5y	46-65y	0.9687871746770006	7391	30633	341856	1372644	2021-01-31
18-25y	26-45y	0.957604367167702	82344	240335	491119	1372644	2021-01-31
18-25y	0-5y	0.8794623252494399	4717	240335	30633	1372644	2021-01-31
18-25y	65-80y	0.7753945848923184	12188	240335	89774	1372644	2021-01-31
18-25y	81y+	0.7176129982298549	3354	240335	26694	1372644	2021-01-31
18-25y	18-25y	1.3799654708794724	58069	240335	240335	1372644	2021-01-31
18-25y	6-17y	0.899853502049778	23985	240335	152233	1372644	2021-01-31
18-25y	46-65y	0.9329506076561738	55842	240335	341856	1372644	2021-01-31
26-45y	26-45y	1.0737619488787378	188679	491119	491119	1372644	2021-01-31
26-45y	0-5y	1.0050002055485807	11015	491119	30633	1372644	2021-01-31
26-45y	65-80y	0.8240275460523614	26468	491119	89774	1372644	2021-01-31
26-45y	81y+	0.785060198868699	7498	491119	26694	1372644	2021-01-31
26-45y	18-25y	0.957604367167702	82344	491119	240335	1372644	2021-01-31
26-45y	6-17y	0.9616372666762822	52378	491119	152233	1372644	2021-01-31
26-45y	46-65y	0.9960034170808321	121824	491119	341856	1372644	2021-01-31
46-65y	26-45y	0.9960034170808321	121824	341856	491119	1372644	2021-01-31
46-65y	0-5y	0.9687871746770006	7391	341856	30633	1372644	2021-01-31
46-65y	65-80y	0.9636754352999781	21546	341856	89774	1372644	2021-01-31
46-65y	81y+	1.013519385683767	6738	341856	26694	1372644	2021-01-31
46-65y	18-25y	0.9329506076561738	55842	341856	240335	1372644	2021-01-31
46-65y	6-17y	0.9764063301076797	37019	341856	152233	1372644	2021-01-31
46-65y	46-65y	1.0861768415599955	92476	341856	341856	1372644	2021-01-31
6-17y	26-45y	0.9616372666762822	52378	152233	491119	1372644	2021-01-31
6-17y	0-5y	1.166202721245179	3962	152233	30633	1372644	2021-01-31
6-17y	65-80y	0.834439822122207	8308	152233	89774	1372644	2021-01-31
6-17y	81y+	0.7738566933473799	2291	152233	26694	1372644	2021-01-31
6-17y	18-25y	0.899853502049778	23985	152233	240335	1372644	2021-01-31
6-17y	6-17y	1.3000942237762365	21950	152233	152233	1372644	2021-01-31
6-17y	46-65y	0.9764063301076797	37019	152233	341856	1372644	2021-01-31
65-80y	26-45y	0.8240275460523614	26468	89774	491119	1372644	2021-01-31
65-80y	0-5y	0.8260680158964355	1655	89774	30633	1372644	2021-01-31
65-80y	65-80y	1.5970579673802825	9377	89774	89774	1372644	2021-01-31
65-80y	81y+	1.7624677547261112	3077	89774	26694	1372644	2021-01-31
65-80y	18-25y	0.7753945848923184	12188	89774	240335	1372644	2021-01-31
65-80y	6-17y	0.834439822122207	8308	89774	152233	1372644	2021-01-31
65-80y	46-65y	0.9636754352999781	21546	89774	341856	1372644	2021-01-31
81y+	26-45y	0.785060198868699	7498	26694	491119	1372644	2021-01-31
81y+	0-5y	0.8561008056057985	510	26694	30633	1372644	2021-01-31
81y+	65-80y	1.7624677547261112	3077	26694	89774	1372644	2021-01-31
81y+	81y+	6.085275288098299	3159	26694	26694	1372644	2021-01-31
81y+	18-25y	0.7176129982298549	3354	26694	240335	1372644	2021-01-31
81y+	6-17y	0.7738566933473799	2291	26694	152233	1372644	2021-01-31
81y+	46-65y	1.013519385683767	6738	26694	341856	1372644	2021-01-31
0-5y	26-45y	1.0015561169977951	14965	41793	582395	1628995	2021-02-28
0-5y	0-5y	1.8979163673337731	2035	41793	41793	1628995	2021-02-28
0-5y	46-65y	0.961051930028684	9960	41793	403951	1628995	2021-02-28
0-5y	6-17y	1.0929627529265022	5655	41793	201671	1628995	2021-02-28
0-5y	18-25y	0.8882586541321372	6287	41793	275880	1628995	2021-02-28
0-5y	81y+	0.9653878192345678	725	41793	29272	1628995	2021-02-28
0-5y	65-80y	0.8978305210885007	2166	41793	94033	1628995	2021-02-28
18-25y	26-45y	0.9650411842618704	95184	275880	582395	1628995	2021-02-28
18-25y	0-5y	0.8882586541321372	6287	275880	41793	1628995	2021-02-28
18-25y	46-65y	0.9451772573990664	64661	275880	403951	1628995	2021-02-28
18-25y	6-17y	0.8955857272866525	30588	275880	201671	1628995	2021-02-28
18-25y	18-25y	1.3423463703763128	62717	275880	275880	1628995	2021-02-28
18-25y	81y+	0.7719792014506349	3827	275880	29272	1628995	2021-02-28
18-25y	65-80y	0.7939065408139281	12643	275880	94033	1628995	2021-02-28
26-45y	26-45y	1.0671623256630909	222201	582395	582395	1628995	2021-02-28
26-45y	0-5y	1.0015561169977951	14965	582395	41793	1628995	2021-02-28
26-45y	46-65y	0.9913187418811278	143166	582395	403951	1628995	2021-02-28
26-45y	6-17y	0.9515123519219246	68605	582395	201671	1628995	2021-02-28
26-45y	18-25y	0.9650411842618704	95184	582395	275880	1628995	2021-02-28
26-45y	81y+	0.8339969351026896	8728	582395	29272	1628995	2021-02-28
26-45y	65-80y	0.8550354765665845	28745	582395	94033	1628995	2021-02-28
46-65y	26-45y	0.9913187418811278	143166	403951	582395	1628995	2021-02-28
46-65y	0-5y	0.961051930028684	9960	403951	41793	1628995	2021-02-28
46-65y	46-65y	1.08555468198922	108740	403951	403951	1628995	2021-02-28
46-65y	6-17y	0.9507196356177073	47545	403951	201671	1628995	2021-02-28
46-65y	18-25y	0.9451772573990664	64661	403951	275880	1628995	2021-02-28
46-65y	81y+	1.0755307871952564	7807	403951	29272	1628995	2021-02-28
46-65y	65-80y	1.005193914822462	23439	403951	94033	1628995	2021-02-28
6-17y	26-45y	0.9515123519219246	68605	201671	582395	1628995	2021-02-28
6-17y	0-5y	1.0929627529265022	5655	201671	41793	1628995	2021-02-28
6-17y	46-65y	0.9507196356177073	47545	201671	403951	1628995	2021-02-28
6-17y	6-17y	1.2352683073144337	30841	201671	201671	1628995	2021-02-28
6-17y	18-25y	0.8955857272866525	30588	201671	275880	1628995	2021-02-28
6-17y	81y+	0.8421868042233838	3052	201671	29272	1628995	2021-02-28
6-17y	65-80y	0.863558354610064	10053	201671	94033	1628995	2021-02-28
65-80y	26-45y	0.8550354765665845	28745	94033	582395	1628995	2021-02-28
65-80y	0-5y	0.8978305210885007	2166	94033	41793	1628995	2021-02-28
65-80y	46-65y	1.005193914822462	23439	94033	403951	1628995	2021-02-28
65-80y	6-17y	0.863558354610064	10053	94033	201671	1628995	2021-02-28
65-80y	18-25y	0.7939065408139281	12643	94033	275880	1628995	2021-02-28
65-80y	81y+	1.8819764428586294	3180	94033	29272	1628995	2021-02-28
65-80y	65-80y	1.7044913106289974	9252	94033	94033	1628995	2021-02-28
81y+	26-45y	0.8339969351026896	8728	29272	582395	1628995	2021-02-28
81y+	0-5y	0.9653878192345678	725	29272	41793	1628995	2021-02-28
